LCBO_id,Price,Name,Description,Size,Alcohol,Madein_city,Madein_country,Brand,Sugar,Sweetness,Style1,Style2,Variety,Pic_src,Featured_wines,Recomm_foods
V595413,361.0,Masi Serego Alighieri Vaio Armaron Amarone della Valpolicella Classico 1988,"Very fragrant aromas of dried roses and cherries lead to a powerful, complex and flavorful young Amarone that's balanced and harmonious. Although delicious now for its exuberant fruit, it has another 20 years of development ahead.--Masi Amarone vertical. Score - 90. (Bruce Sanderson, winespectator.com, May 31, 1996)",750,15.5,Veneto,Italy,Masi,,D - Dry,,,Corvina Blend,https://www.lcbo.com/content/dam/lcbo/products/generic.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V595447,280.0,Masi Serego Alighieri Vaio Armaron Amarone della Valpolicella Classico 1997,"Big, old style of Amarone, with stemmy, petrol and cedar aromas and lots of fruit. Full-bodied and balanced, with a fine tannin structure and a long, spicy finish. Seriously good. Drink now through 2008.  Score - 92. (James Suckling, winespectator.com, Feb. 28, 2002)",750,15.5,Veneto,Italy,Masi,,D - Dry,,,Corvina Blend,https://www.lcbo.com/content/dam/lcbo/products/generic.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V340182,170.0,Masi Serego Alighieri Vaio Armaron Amarone della Valpolicella Classico 2006,"Traditional in style, with good focus and definition, this offers flavors of dried cherry and cranberry, spice box, leather and a hint of bresaola. It's supple in texture, with a firm, lasting finish of dried herb. Drink now through 2026. Score - 93. (Alison Napjus, winespectator.com, Oct. 31, 2012)",750,15.5,Veneto,Italy,Masi,9.0,D - Dry,,,Corvina Blend,https://www.lcbo.com/content/dam/lcbo/products/generic.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V462812,89.95,Masi Serego Alighieri Vaio Armaron Amarone della Valpolicella Classico 2013,,750,15.5,Veneto,Italy,Masi Agricola S.P.A.,8.0,D - Dry,Firm,Full-bodied,Corvina Blend,https://www.lcbo.com/content/dam/lcbo/products/462812.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V342444,21.95,Masi Toar Valpolicella Classico Superiore 2014,"(Translated from the German): Full, deep dark ruby colour. Intense fleshy nose; hint of preserved plums, chocolate and rum. Delicate tension on the palate; surprisingly fruity freshness. Presence of cherry, lingering salty taste. Score - 91. (falstaff.at, Feb. 16, 2018)",750,13.5,Veneto,Italy,Masi Agricola S.P.A.,3.0,XD - Extra Dry,Fruity,Medium-bodied,Corvina Blend,https://www.lcbo.com/content/dam/lcbo/products/342444.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V79095,24.95,Masi Tupungato Corbec Appassimento Corvina/Malbec 2015,"An opulent nose of blackberry compote, dark-jet licorice, vanilla, mocha and spice box, but also some lighter violets. Full body, some lovely acidity that really makes this wine and, in addition to the firm tannin backbone, carries it through to the chewy finish. Drink in 2020. Score - 93. (James Suckling, jamessuckling.com, April 5, 2018)",750,14.5,Mendoza,Argentina,Masi Agricola S.P.A.,2.0,XD - Extra Dry,Firm,Full-bodied,Corvina Blend,https://www.lcbo.com/content/dam/lcbo/products/079095.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
L620880,14.95,Masi Tupungato Passo Doble Organic,"Medium deep red cherry colour; aromas of dried herb and fruit, with black cherry and spice notes and a hint of vanilla; dry, medium to full bodied, rich, with sweet dried fruit flavours, good balanced acidity and supporting tannins, long finish.",750,14.0,,Argentina,Masi Agricola S.P.A.,4.0,XD - Extra Dry,Smooth,Full-bodied,Blend,https://www.lcbo.com/content/dam/lcbo/products/620880.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,"['Red Wine Risotto with Beef', 'Joel’s Favourite Ribs', 'Chili Beef Pot Roast with Corn & Peppers']"
L546266,30.55,Masiero - Urban 2015,"This northern Italian red blend is certified organic. Made in small quantities with care and precision, you'll notice inviting notes of black cherry, oak, prune, pepper and violets. Medium-bodied and dry with soft tannins, serve this with prime rib and baked potato along with grilled asparagus or vegetarian lasagna.",750,13.0,,Italy,Consorzio Dei Vignaioli Biodinamici,,,,,Cabernet Franc/Merlot,https://www.lcbo.com/content/dam/lcbo/products/546266.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V26492,15.75,Massaya Le Colombier 2017,"Though Lebanon is one of the oldest winemaking regions in the world, with winemaking dating back over 5,000 years, it was the influence of Jesuit missionaries in the mid-19th century that gave Lebanon its modern viticultural identity. This blend of Grenache Noir, Cinsault and Tempranillo really shows its French roots with dark and complex fruit, herbs, forest tones and spice. Intense and layered with a long, spicy finish and an amazingly food-friendly vibrancy. Enjoy with ribs or grilled lamb. (Vintages panel, March 2019)",750,13.5,Bekaa Valley,Lebanon,"Ghosn, Burnier & Hebrard",5.0,XD - Extra Dry,Fruity,Medium-bodied,Cinsault,https://www.lcbo.com/content/dam/lcbo/products/026492.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V366955,16.95,Masseria Altemura Sasseo Primitivo 2016,"Shows some really pretty blackcurrants, blueberries, oyster shell and crushed stones. Full-bodied with all the fruit you would expect, but also a sense of freshness and style, thanks to a fine layering of acidity/tannin tension. Drink now. Score - 92. (James Suckling, jamessuckling.com, Oct. 22, 2018)",750,14.5,Puglia,Italy,Zonin S.P.A.,10.0,D - Dry,Smooth,Full-bodied,Primitivo,https://www.lcbo.com/content/dam/lcbo/products/366955.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
L880732,103.0,Massimago Amarone 2013,"This Amarone is a robust and important red wine, vinified after a drying for 100 days and aged for 30 months in barrique and big oak barrels. The nose is intense and juicy, with notes of red ripe wild fruits. The aromas are powerful and rich, complex, toasted and spicy, with a long finish.",750,16.5,Veneto,Italy,Mc1881 Srl,,,,,Amarone,https://www.lcbo.com/content/dam/lcbo/products/880732.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
L880740,67.5,Massimago Amarone Gastone 2015,"A dark and impenetrable ruby red colour with black pepper and cloves to the nose, and dried plums while the taste is rich, intense, velvety and harmonious.",750,16.0,Veneto,Italy,Mc1881 Srl,,,,,Corvina,https://www.lcbo.com/content/dam/lcbo/products/880740.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
L880757,41.8,Massimago Mariabella Ripasso 2016,"Intense red wine of great structure, with a brilliant ruby red color and an aromatic range of wild berries, ripe cherries and dried plums on a background of cloves. The mouthfeel is full and balanced, with soft tannins and a savory finish.",750,14.5,Veneto,Italy,Mc1881 Srl,,,,,Corvina,https://www.lcbo.com/content/dam/lcbo/products/generic.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
L880765,29.0,Massimago Valpolicella DOC 2018,"The Valpolicella by Massimago is a medium bodied red wine that is fruity, fresh and vibrant, vinified in steel tanks. The bouquet is fruity and spicy, light and elegant. The taste is smooth and clean, fresh and fruity, very well-balanced.",750,12.5,Veneto,Italy,Mc1881 Srl,,,,,Corvina,https://www.lcbo.com/content/dam/lcbo/products/880765.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V93112,23.95,Mastroberardino Aglianico 2017,,750,12.5,Campania,Italy,Mastroberardino,4.0,XD - Extra Dry,Fruity,Medium-bodied,Aglianico,https://www.lcbo.com/content/dam/lcbo/products/093112.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V340562,57.95,Mastroberardino Radici Taurasi 2015,"Fresh and focused, this elegant, medium- to full-bodied version features plush tannins married to ripe cherry and raspberry fruit. A subtle underpinning of loamy earth and an aromatic skein of saffron and spice unravels on the long finish. Drink now through 2029.  Score - 91. (Alison Napjus, winespectator.com, April 30, 2019)",750,13.5,Campania,Italy,Mastroberardino,3.0,XD - Extra Dry,Smooth,Full-bodied,Aglianico,https://www.lcbo.com/content/dam/lcbo/products/generic.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
L491043,14.1,Mastronardi Dolce Vita Red VQA,,750,12.5,Ontario,Canada,Mastronardi Esatate Winery,7.0,D - Dry,Smooth,Full-bodied,Red Blend,https://www.lcbo.com/content/dam/lcbo/products/491043.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V581223,24.95,Mastronardi Syrah 2016,"LENS (Lake Erie North Shore) has a long growing season that permits the grapes to develop ripe, full-flavoured fruit while maintaining the balance integral to fine wines. The warm temperatures allow winemakers in LENS a great range of varietals to work with. Syrah, which loves the sun and warmth, thrives there. This one is soft and approachable, with complex suggestions of red and black fruit, chocolate, toast, cured meat and black pepper spice. Perfect for burgers or ribs. (Vintages panel, March 2018)",750,13.4,Ontario,Canada,Mastronardi Esatate Winery,2.0,XD - Extra Dry,Fruity,Medium-bodied,Shiraz/Syrah,https://www.lcbo.com/content/dam/lcbo/products/581223.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
L338086,61.1,Materra Hidden Block Cabernet Sauvignon 2012,"Finely tuned and firmly structured, this Cabernet delivers a balance of big presence and well-defined body. Fruit-laden aromatics lead the way before richer shades of chocolate, coffee, vanilla and light pepper rise to the occasion. With a swirl of dark fruit building, the body is crisp and shows a gripping acidity.",750,14.5,California,USA,Cunat Premium Vineyards Llc,,,,,Cabernet Sauvignon,https://www.lcbo.com/content/dam/lcbo/products/338086.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
L338094,34.9,Materrra Merlot 2010,"This is a red that flaunts its youthful and lively personality with easy aplomb. Nimble plum and raspberry flavours occupy the forefront, while hints of cocoa and sage linger. Soft tannins on the palate mingle with more complex aromas as a delectable acidity carries the flavours through to a firm finish.",750,13.8,California,USA,Cunat Premium Vineyards Llc,,,,,Merlot,https://www.lcbo.com/content/dam/lcbo/products/338094.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V146407,26.95,Matetic Corralillo Syrah 2015,"Aromas of blackberry, blueberry, slate and stone. Full body and lovely fine tannins. Long finish. Fantastic. Drink now. Score - 95. (James Suckling, jamessuckling.com, May 29, 2017)",750,14.0,San Antonio Valley,Chile,Matetic Vyd Agr Hac Conte,2.0,XD - Extra Dry,Smooth,Full-bodied,Shiraz/Syrah,https://www.lcbo.com/content/dam/lcbo/products/146407.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V541177,23.95,Matetic Corralillo Winemaker's Blend 2015,"The purity of fruit on the nose of currants, spices, herbs, dust, charcoal and citrus undertones. Bright and so vivid on the palate with ripe yet really polished tannins that envelop raw blue fruit in juicy acidity before closing out fruity but with such finesse and minerality. Drink now or hold. Score - 94. (James Suckling, jamessuckling.com, March 16, 2018)",750,14.5,San Antonio Valley,Chile,Matetic Vyd Agr Hac Conte,3.0,XD - Extra Dry,Smooth,Full-bodied,Red Blend,https://www.lcbo.com/content/dam/lcbo/products/541177.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V252304,34.95,Matetic Vineyards EQ Syrah 2014,"Dense, dark and granitic, this textbook coastal Syrah started a trend in Chile and is still one of the best examples of the grape in the country. Violets clove spice and a tannic backbone with lovely plummy fruit. Drink Date: 2019-2028. Score - 95. (Tim Atkin, MW, timatkin.com, Chile Special Report 2018)",750,14.0,San Antonio Valley,Chile,Matetic Vyd Agr Hac Conte,2.0,XD - Extra Dry,Firm,Full-bodied,Shiraz/Syrah,https://www.lcbo.com/content/dam/lcbo/products/252304.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V644468,14.95,Mathilde Chapoutier Sélection 2017,"From vines north of Pézenas and all from schist soils, the 2017 Languedoc boasts smoking good notes of black olives, blackberries, peppery herbs, and underbrush. It's rich, concentrated, supple, and beautifully pure on the palate, and at 14 bucks, has to be one of the best values in wine out there. Made from equal parts Syrah and Grenache brought up in concrete tanks, it should drink brilliantly for 2-4 years. Score - 92. (Jeb Dunnuck, jebdunnuck.com, Aug. 28, 2018)",750,14.2,Languedoc,France,M. Chapoutier S.A.,5.0,XD - Extra Dry,Smooth,Full-bodied,Grenache/Syrah,https://www.lcbo.com/content/dam/lcbo/products/644468.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V577635,310.0,Maume by Domaine Tawse Mazis-Chambertin Grand Cru 2013,"(70% new oak): Deep red. Dark fruits and an element of leesy reduction on the nose. Then sweet, fat and ripe on the palate, offering terrific depth and richness to its dark berry, licorice and violet flavors. Presents a felicitous combination of fullness and energy, with the fruit carrying impressively on the very long, ripely tannic aftertaste. Drink 2022-2034. Score - 91-94. (Stephen Tanzer, vinous.com, Jan. 2015)",750,13.0,Burgundy,France,"Domaine Maume, Pascal Marchand",2.0,XD - Extra Dry,Fruity,Medium-bodied,Pinot Noir,https://www.lcbo.com/content/dam/lcbo/products/generic.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V538827,295.0,Maume Mazy-Chambertin Grand Cru 2014,"Bright, dark red. Wild, musky scents of raspberry, smoked meat, licorice, menthol and earth. Dense, salty, powerful wine with no rough edges to its soil-driven raspberry, smoke and mineral flavors; boasts terrific solidity and extract for the year. The creamy old-vines depth of flavor contributes to this wine's compelling early sweetness. Finishes with serious but utterly harmonious tannins and superb sneaky rising length. While this Mazis is likely to be very long-lived, even today it's not particularly austere. Drinking window: 2025-2040. Score - 94+. (Stephen Tanzer, vinous.com, March 2017)",750,13.0,Burgundy,France,Domaine Tawse,,XD - Extra Dry,Fruity,Medium-bodied,Pinot Noir,https://www.lcbo.com/content/dam/lcbo/products/generic.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
L879510,24.5,Mauro Molino Barbera D'Alba 2018,"Mauro Molino is another of the La Morra growers who produce accessible wines that also happen to be well-priced. This Barbera reveals a soft-textured expression of dark red fruit in a fresh, accessible style. Molino ages his Barbera for roughly six months in steel.",750,14.5,,Italy,Azienda Agricola Mauro Molino,,,,,Barbera Blend,https://www.lcbo.com/content/dam/lcbo/products/879510.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
L879551,86.75,Mauro Molino Barolo Bricco Luciani 2015,"94 points James Suckling 'Aromas of dark berries, licorice and rose petals. Full-bodied, firm and very chewy with silky and intense tannins and a long, flavorful finish. Great intensity, structure and polish.'",750,14.0,Piedmont,Italy,Azienda Agricola Mauro Molino,,,,,Nebbiolo Blend,https://www.lcbo.com/content/dam/lcbo/products/879551.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
L879601,128.7,Mauro Molino Barolo Conca DOCG 2015,"94 points James Suckling 'A more modern feel to the nose here with a layer of toasty oak sitting across abundant spiced red-cherry aromas. The palate has a handy array of fine, succulent tannins that carry a long thread of rich, fresh red-plum and cherry flavor. Juicy and intense Barolo.'",750,14.5,Piedmont,Italy,Azienda Agricola Mauro Molino,,,,,Nebbiolo Blend,https://www.lcbo.com/content/dam/lcbo/products/879601.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
L879593,72.75,Mauro Molino Barolo Gallinotto DOCG 2015,"93 points James Suckling 'Very, very perfumed with dark berries, vanilla and dried flowers. Full-bodied, round and juicy with a rich and flavorful finish. Lots going on.'",750,14.5,Piedmont,Italy,Azienda Agricola Mauro Molino,,,,,Nebbiolo Blend,https://www.lcbo.com/content/dam/lcbo/products/879593.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
L879569,172.9,Mauro Molino Barolo Gallinotto Wood 2015,"93 points James Suckling 'Very, very perfumed with dark berries, vanilla and dried flowers. Full-bodied, round and juicy with a rich and flavorful finish. Lots going on.'",1500,13.5,Piedmont,Italy,Azienda Agricola Mauro Molino,,,,,Nebbiolo Blend,https://www.lcbo.com/content/dam/lcbo/products/879569.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
L879528,100.7,Mauro Molino Barolo La Serra 2015,"93 points James Suckling 'Aromas of ripe fruit, cream and praline follow through to a medium to full body, firm and silky tannins and a gorgeous finish.'",750,14.0,Piedmont,Italy,Azienda Agricola Mauro Molino,,,,,Nebbiolo Blend,https://www.lcbo.com/content/dam/lcbo/products/879528.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
L879502,21.35,Mauro Molino Langhe Dolcetto 2018,"A very pretty expression of Dolcetto. Juicy dark cherries, flowers and spices flesh out in this expressive, medium-bodied, gracious wine. This is a fairly refreshing, floral Dolcetto for the vintage.",750,13.0,Piedmont,Italy,Azienda Agricola Mauro Molino,,,,,Dolcetto,https://www.lcbo.com/content/dam/lcbo/products/879502.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
L588748,27.05,Mauro Molino Nebbiolo Langhe DOC 2017,"A hugely pleasing, big wine packed with dark red fruit. It is an excellent choice for drinking over the next few years. Crushed flowers, mint and tobacco are some of the notes that wrap around the firm yet well-balanced finish.",750,14.5,Piedmont,Italy,Azienda Agricola Mauro Molino,,,,,Nebbiolo,https://www.lcbo.com/content/dam/lcbo/products/588748.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V638122,53.0,Mauro Sebaste Tresuri Barolo 2013,"Tilled soil, lead pencil, thyme, iris and wild berry aromas take center stage on this fragrant red. It's vibrant and young, with crushed strawberry, red raspberry cinnamon and white pepper flavors framed in lively acidity and taut youthfully austere tannins. A licorice note closes the finish. Drink: 2023-2033. Score - 93. (Kerin O'Keefe, Wine Enthusiast, Sept. 1, 2017)",750,14.0,Piedmont,Italy,Burdock Brewery,2.0,XD - Extra Dry,,,Nebbiolo,https://www.lcbo.com/content/dam/lcbo/products/generic.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V521815,80.0,Maxville Cabernet Franc 2014,"Rounded in texture, this wine boasts a juicy midpalate and well-integrated oak tones. Cigar, tar, cranberry, currant and a pleasing bouquet of violet give it lingering character and a lasting impression. Score - 90. (Virginie Boone, Wine Enthusiast, March 1, 2017)",750,15.2,California,USA,Maxville,4.0,XD - Extra Dry,Smooth,Full-bodied,Cabernet Franc,https://www.lcbo.com/content/dam/lcbo/products/generic.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V89599,19.95,Maxwell Silver Hammer Shiraz 2016,"Neat and well composed but richness is still right in the picture. Shiraz from Maxwell is rarely if ever wimpy. Coffee grounds, blackberries, raspberry and roasted spices. There's a smoky campfire note here, as a positive, and some warmth too. Factor in the price and you have an excellent all-round package. Drink By: 2025.  Score - 92. (Campbell Mattinson, winecompanion.com.au, Aug. 1, 2018)",750,14.0,South Australia,Australia,Inland Trading Co.,6.0,XD - Extra Dry,Smooth,Full-bodied,Shiraz/Syrah,https://www.lcbo.com/content/dam/lcbo/products/089599.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V457564,194.95,Mayacamas Cabernet Sauvignon 2014,"The 2014 Cabernet Sauvignon is savory, fresh and super-inviting, as so many wines are in this vintage. Bright red cherry, iron, smoke, mint, wild flowers and anise all lift from the glass. Medium in body, taut and wonderfully focused, the 2014 is going to reward readers lucky enough to own it for many, many years. I especially like the pure energy and vibrancy that runs through the 2014. Drinking window: 2024-2044. Score - 96. (Antonio Galloni, vinous.com, Dec. 2018)",750,14.0,California,USA,Mayacamas Vineyards,2.0,XD - Extra Dry,Firm,Full-bodied,Cabernet Sauvignon,https://www.lcbo.com/content/dam/lcbo/products/generic.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V511105,22.95,Maycas del Limarí Limestone Coast Reserva Especial Pinot Noir 2016,"The 2016 Reserva Especial Pinot Noir was cropped from a cooler, late harvest year, and as a result, it's a leaner wine than the 2015. Some 10% whole clusters were used for the fermentation. The élevage was in 20% new French barriques and lasted for one year. I caught the wine just before being bottled, but what I saw was the final blend. This is very much in line with the style of the 2015, perhaps with a little less ripeness and some more austerity. This still feels very young. I think the quality level is very similar to the 2015. Drink Date: 2018-2021.  Score - 90-91. (Luis Gutiérrez, robertparker.com, April 28, 2017)",750,14.0,Limari Valley,Chile,Maycas del Limarí,2.0,XD - Extra Dry,Fruity,Medium-bodied,Pinot Noir,https://www.lcbo.com/content/dam/lcbo/products/511105.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V90035,17.95,Mayu Gran Reserva Carmenère 2015,"The one wine that is different is the 2015 Carmenere Gran Reserva because the grapes are left hanging in the vineyard for two extra months (they are harvested in mid-June) trying to replicate the Amarone process. But here they can have the grapes hanging on the vine because they have very dry weather, and the bunches stay healthy but lose some 35% of the volume. This has added complexity and a sweet and sour palate (it has 5.5 grams of alcohol), not only sugar but very ripe tannins that provide glycerin, and the alcohol is also quite high at 15%. This is an unusual Amarone-style Carmenere. Thank God, there are no green notes there at all! Drink Date: 2017-2019. Score - 91. (Luis Gutiérrez, robertparker.com, April 28, 2017)",750,15.0,Elquí Valley,Chile,Vina Mayu Limitada,9.0,D - Dry,Smooth,Full-bodied,Carmenère,https://www.lcbo.com/content/dam/lcbo/products/090035.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V483768,14.75,Mazzei Belguardo Serrata 2014,"Made from Sangiovese and 20% Alicante, this wine offers juicy dark fruit, bright acidity and a mouthfilling texture. Pair with your favourite pasta dish or gourmet hamburgers. (Vintages panel, July 2016)",750,13.5,Tuscany,Italy,Marchesi Mazzei S.R.L.,2.0,XD - Extra Dry,Fruity,Medium-bodied,Sangiovese Blend,https://www.lcbo.com/content/dam/lcbo/products/483768.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V574095,21.95,Mazzei Fonterutoli N. 10 2015,"In the early 13th century, Fonterutoli was the location of two peace treaties between Florence and Siena. This harmoniously balanced wine, based on Merlot and Sangiovese, offers evocations of blackcurrant, raspberry, savoury herbs and vanilla wrapped in big, chewy tannins. Pair with bistecca alla fiorentina or pork loin roasted with rosemary, garlic and wild fennel seeds. (Vintages panel, Jan. 2018)",750,13.4,Tuscany,Italy,Marchesi Mazzei S.R.L.,3.0,XD - Extra Dry,Fruity,Medium-bodied,Merlot/Sangiovese,https://www.lcbo.com/content/dam/lcbo/products/574095.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V330951,19.95,Mazzei Poggio Badiola di Fonterutoli 2016,"Ash, black cherries, dried spices and some plummy notes are what predominate on the nose. Full body, medium-chewy tannins and a flavorful finish. Drink in 2020. Score - 92. (James Suckling, jamessuckling.com, Sept. 11, 2018)",750,13.0,Tuscany,Italy,Marchesi Mazzei S.R.L.,4.0,XD - Extra Dry,Firm,Full-bodied,Sangiovese Blend,https://www.lcbo.com/content/dam/lcbo/products/330951.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V288530,23.95,Mazzei Ser Lapo Riserva Chianti Classico 2015,"There's cedar and tobacco here, but it's backed up with lovely, fresh wild strawberries, raspberry cheesecake and redcurrants. Full body, polished tannins and beautifully linear acidity. Finishes long and elegantly. Drink now.  Score - 95. (James Suckling, jamessuckling.com, Sept. 11, 2018)",750,13.5,Tuscany,Italy,Marchesi Mazzei S.R.L.,3.0,XD - Extra Dry,Fruity,Medium-bodied,Sangiovese Blend,https://www.lcbo.com/content/dam/lcbo/products/288530.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
L524355,10.95,Mcguigan Black Label Cabernet Sauvignon,"Wine lovers count on McGuigan's consistent and award-winning quality, as well as good value. Dark cherry and blackberry flavours are supported by fine ripe tannins and a hint of spicy oak.",750,13.0,,Australia,Australian Vintage Ltd.,11.0,D - Dry,Smooth,Full-bodied,Cabernet Sauvignon,https://www.lcbo.com/content/dam/lcbo/products/524355.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
L325787,10.95,McGuigan Black Label Shiraz,"Black cherry red colour; aromas of jammy berry fruit aroma, touch of mint; dry, medium-full bodied, rich and rounded with ripe sweet berry fruit, hints of spice and a soft pleasant finish.",750,12.5,,Australia,Australian Vintage Ltd.,10.0,D - Dry,Smooth,Full-bodied,Shiraz/Syrah,https://www.lcbo.com/content/dam/lcbo/products/325787.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,"['Korean-Style Fondue', 'Argentinean Grass-Fed Rib Steak with Parsley Pesto', 'Chilorio Taco']"
L406868,20.95,Mcguigan Black Label Shiraz,"Black cherry red colour; aromas of jammy berry fruit aroma, touch of mint; dry, medium-full bodied, rich and rounded with ripe sweet berry fruit, hints of spice and a soft pleasant finish.",1500,12.5,South Australia,Australia,Australian Vintage Ltd.,10.0,D - Dry,Smooth,Full-bodied,Shiraz/Syrah,https://www.lcbo.com/content/dam/lcbo/products/406868.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,"['Grilled Hanger Steak from Parma', 'Beef Tenderloin', 'Roasted Beef with Ale Cheddar Sauce']"
L861054,143.2,MCM88 Pinot Noir 2016,"'Medium ruby-purpled coloured, the 2016 Pinot Noir MCM88 gives exuberant black raspberrires, mulberries and crushed blueberries notes with hints of baking spices, anise, chocolate box, and menthol. Medium to full-bodied, it fills the palate with generous black and blue fruits with plenty of spicy accents and a refreshing line, finishing long and silken textured.' Lisa Perrotti-Brown, Rober Parker's Wien Advocate: 94+ points",750,14.5,California,USA,Senses Wines,,,,,Pinot Noir,https://www.lcbo.com/content/dam/lcbo/products/861054.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V212126,19.95,McManis Cabernet Sauvignon,"With an attractive nose of ripe black fruit, cassis, vanilla and woodsmoke, this generous and easygoing crowd-pleaser is ideal for gatherings of all kinds. It will shine equally well with finger foods or with grilled steaks, gourmet burgers or grilled ribs.",750,13.5,California,USA,Mcmanis Family Vineyards,7.0,D - Dry,Smooth,Full-bodied,Cabernet Sauvignon,https://www.lcbo.com/content/dam/lcbo/products/212126.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,"['Panko-Crusted Beef Roulade', 'Steak Crostini with Fried Quail Eggs & Tarragon', 'Moroccan “Steak Frites” with Chermoula-Eggplant Relish']"
V570739,21.95,McManis Pinot Noir 2018,"McManis Family Vineyards was awarded the 2016 California Green Medal Award in the Business category for Sustainable Winegrowing Leadership. This Pinot is made in stainless steel and then aged for six months in French oak, bringing touches of vanilla and oak spice to a core of cherry, strawberry and raspberry. Roast beef and beetroot salad will make an ideal pairing for this wine.",750,13.4,California,USA,Mcmanis Family Vineyards,6.0,XD - Extra Dry,Fruity,Medium-bodied,Pinot Noir,https://www.lcbo.com/content/dam/lcbo/products/570739.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
V256735,21.95,McManis Zinfandel 2017,,750,14.5,California,USA,Mcmanis Family Vineyards,10.0,D - Dry,Smooth,Full-bodied,Zinfandel,https://www.lcbo.com/content/dam/lcbo/products/256735.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,
L456590,14.95,McMichael Collection Cabernet Merlot VQA,"Medium ruby colour; inviting aromas of cherry, red berry fruit, spice and herbaceous notes; medium-bodied and extra-dry on the palate; the flavours are darker with blackberry, cranberry, leather, vanilla and spice; fine tannins and balanced acidity lead to a medium length finish.",750,12.5,Ontario,Canada,Diamond Estates Wines & Spirits Ltd,8.0,D - Dry,Fruity,Medium-bodied,Cabernet Sauvignon/Merlot,https://www.lcbo.com/content/dam/lcbo/products/456590.jpg/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,,"['Indian-Spiced Lamb with Roasted Vegetable Raita', 'Oven-Roasted Herbed Leg of Lamb', 'Scottish-Style Leg of Lamb']"
