LCBO_id,Price,Name,Description,Size,Alcohol,Madein_city,Madein_country,Brand,Sugar,Sweetness,Style1,Style2,Variety,Featured_wines,Recomm_foods
V632836,50.0,Alta Mora Feudo di Mezzo Etna Rosso 2014,"This shows crazy aromas of blueberry, jasmine, elderberries, minerals and nutmeg. Medium-bodied with lots of crunchy black fruit, zesty acidity, fine, lithe tannins and a fruity finish. Drink now. Score - 94. (James Suckling, jamessuckling.com, Oct. 20, 2017)",750,13.5,Sicily,Italy,Cusumano S.P.I.,2.0,XD - Extra Dry,,,Red Blend,,
V144352,22.95,Alta Vista Atemporal 2015,"Atemporal is a cuvée of Malbec with 20% Cabernet Sauvignon and 15% Petit Verdot, all from Campo los Andes. This is another impressive release from Alta Vista, showing fine-grained tannins, chalky minerality and vibrant liquorice, green herb and dark berry flavours. Drink Date: 2020-28. Score - 93. (Tim Atkin, MW, timatkin.com, Argentina Special Report 2018)",750,14.5,Mendoza,Argentina,La Casa Del Rey S.A.,3.0,XD - Extra Dry,Firm,Full-bodied,Malbec Blend,,
V609081,15.25,Alta Vista Premium Cabernet Franc 2016,"Dried red plums, redcurrants, vanilla and lots of nutmeg. Full body, ripe, bold tannins, some juicy acidity and a fruit-forward finish. Not the most subtle wine, but this remains very drinkable. Score - 91. (James Suckling, jamessuckling.com, April 5, 2018)",750,13.9,Mendoza,Argentina,La Casa Del Rey S.A.,2.0,XD - Extra Dry,Fruity,Medium-bodied,Cabernet Franc,,
V543371,15.25,Altaland Cabernet Sauvignon 2016,"The story of how Cabernet Sauvignon got from Bordeaux to Salta is (according to local legend) a family one. Apparently, the daughter of Salta's last Spanish governor was studying in France and was instructed to bring back vines, which included Cab Sauv,  from Bordeaux. Cabernet in Salta offers suggestions of mint and spice, and this 2016 from Zapata's Altaland is deftly textured and long, with impressive ripe black and red fruit and soft sweet tannins. Enjoy with barbecued lamb with a sweet mint sauce.  (Vintages panel, May 2017)",750,13.1,Salta,Argentina,Catena Zapata,4.0,XD - Extra Dry,Smooth,Full-bodied,Cabernet Sauvignon,,
V646117,16.95,Altano Organic 2017,"For five generations (or 14 if you trace the family line back through the current generation's great-grandmother), the Symington family have been major players in the Douro. Renowned for their port, they also produce some of the finest dry red and white wines in Portugal. The 2017 Altano is full-bodied and balanced, with impressive red and dark fruit, plum, fig and dark cherry. A wine for burgers or grilled flank steak. (Vintages panel, Sept. 2018)",750,14.0,Douro,Portugal,Symington Family Estates,6.0,XD - Extra Dry,Smooth,Full-bodied,Red Blend,,
V631770,21.25,Altocedro La Consulta Select Blend 2015,"Floral and fruity with cherry and dried-strawberry aromas that follow through to a full body, firm and silky tannins and great brightness and focus. A blend of malbec, cab sauv, tempranillo and syrah. Very pretty and vivid. Drink now.  Score - 92. (James Suckling, jamessuckling.com, June 21, 2017)",750,14.8,Mendoza,Argentina,Altocedro Sa,3.0,XD - Extra Dry,Firm,Full-bodied,Malbec Blend,,
V645531,18.75,Altolandón Rayuelo 2014,"The aromatic and perfumed Bobal 2014 Rayuelo clearly called my attention. It had fragrant notes of violets not often found in the variety, which can sometimes be a little too rustic. It also has a lot of freshness while being juicy, and the oak is nicely integrated after some time in bottle. It matured in barrel for eight months but has been in bottle since June 2016. This represents a very good value. Drink Date: 2018-2021. Score - 91. (Luis Gutiérrez, robertparker.com, Dec. 29, 2017)",750,14.5,La Mancha,Spain,Menmade Societa Agricola Srl,2.0,XD - Extra Dry,Smooth,Full-bodied,Bobal,,
L668640,16.15,Alton Farms Cabernet VQA,,750,13.0,Ontario,Canada,Alton Farms Estate Winery,4.0,XD - Extra Dry,,,Named Varietal Blends-Red,,
V611137,14.95,Altoona Hills Cabernet/Shiraz KPM,"Concentrated cassis, blackberry, plum, leather and oak. Grilled steak.",750,13.5,,Australia,Royal Wines,4.0,XD - Extra Dry,Smooth,Full-bodied,Shiraz/Cabernet,,
L458678,25.45,Altos de Inurrieta 2015,"Born in our vineyards located on slopes and at an altitude of 450 - 480 m, with shallow and stony soils. In these conditions the concentration of the grape is sensational, with great balance and expression. The careful elaboration gives a wine of superb colour, intense and aromatic, where initially its fragrant fruit content stands out, the memory of its aging in quality oak and some seductive mineral notes. The palate is elegant and fleshy, with enveloping and silky tannins.",750,15.0,Navarra,Spain,"Inurrieta, S.L.",,,,,Cabernet Sauvignon Blend,,
V10675,60.0,Altos Las Hormigas Gualtallary Malbec,,750,14.0,,Argentina,Delphinus Trading Kft,2.0,,Firm,Full-bodied,,,
V642785,58.0,Altos R Pigeage 2014,"A modern, stylish and attractive rendition of dark plum and cherry fruits with toasty mocha and spice. The palate has a dense and intense core, with impressive black cherry flavors. Powerful and precise. Drink now. Score - 94. (James Suckling, jamessuckling.com, Jan. 18, 2018)",750,14.5,Rioja,Spain,Araex Altos De Rioja S.L.,5.0,XD - Extra Dry,,,Tempranillo/Graciano,,
V270777,89.0,Alvaro Palacios Gratallops 2015,"A beautiful focus and brightness to the Priorat with blueberry, blackberry and mineral character. Medium body, extremely fine-grained tannins and a clean finish. Perfumed. Drink or hold. Score - 94. (James Suckling, jamessuckling.com, July 24, 2017)",750,14.0,Priorat,Spain,Alvaro Palacios S.L.,3.0,XD - Extra Dry,,,Carignan,,
V645044,22.95,Alvear Palacio Quemado La Zarcita 2016,"The 2016 La Zarcita is a blend of Trincadeira Preta, Touriga Nacional and Garnacha Tintorera grapes from limestone, clay and sand soils. In 2015 they also planted red Garnacha with the idea to include it in future vintages of this blend. There was more rain than average in 2016, and that allowed the ripening cycle to be longer, which is something really good in a region like this. It fermented in stainless steel with indigenous yeasts followed by malolactic and eight months in new and second use 500-liter French oak barrels. It's very floral and perfumed, with a captivating nose. It's still a straightforward red but with more depth than in previous vintages and especially great freshness. 2016 seems like a very good vintage in the zone. The palate is approachable and soft, with very good acidity. And it's a bargain! Drink Date: 2018-2020.  Score - 90. (Luis Gutiérrez, robertparker.com, Dec. 29, 2017)",750,13.0,,Spain,Alvear S.A.       .,4.0,D - Dry,Fruity,Medium-bodied,Red Blend,,
V609958,19.95,Alvides Crianza 2012,"The Casado family in Villalba de Duero started to bottle wines in 2001, though they have been growers for decades. This Crianza cleary defines their style: Fresh and focused on bright red fruit flavors, it keeps the wood in the background, where it's almost imperceptible. Delicious now with grilled flank steak. Score - 91. (wineandspiritsmagazine.com, June 2016)",750,14.4,Ribera del Duero,Spain,"Casado Alvides, S.L.",4.0,XD - Extra Dry,Fruity,Medium-bodied,Tempranillo,,
V515759,34.95,Ama Chianti Classico 2015,"So much sweet tobacco and cherry character here with hints of smoked meat. Medium body, fine tannins and a bright and fruity finish. Acid tension [gives] this definition. Tangy. Drink now. Score - 92. (James Suckling, jamessuckling.com, Oct. 20, 2017)",750,13.0,Tuscany,Italy,Castello di Ama,2.0,XD - Extra Dry,Fruity,Medium-bodied,Sangiovese,,
L869362,87.15,Amaino 2014,"The excellent aromas of violets and black currants. Vivid. Full body, round and silky tannins and a long and polished finish. A wine with precision and tension. Less cabernet sauvignon in this year with more cabernet franc and a dash of merlot. Drink now but better in 2020.",750,13.9,California,USA,Gonzague + Claire Lurton Vineyards,,,,,Cabernet/Merlot,,
L565787,90.0,Amarone Valpolicella DOCG Riserva Plenum 2011,"Deep ruby red colour, with a spicy, typical and intense bouquet. Excellent with hearty meat and game dishes, as well as very mature and strongly-flavoured cheeses.",750,15.5,Veneto,Italy,Soc. Agr. Villa Canestrari Di Franc,,,,,Corvina/Rondinella/Molinara,,
V300004,15.95,Amastuola Primitivo 2015,"Amastuola is a leader in organic winemaking in Puglia and is one of the most exciting new voices in this historic region. The 2015 Primitivo is structured and balanced, with impressively articulated red fruit accented by a tantalizing spice. This versatile wine will pair with a wide range of grilled foods, but it will be particularly great with rosemary chicken. (Vintages panel, March 2019)",750,13.0,Puglia,Italy,Amastuola Societa's Agricola S.S.,10.0,D - Dry,Smooth,Full-bodied,Primitivo,,
L527598,10.75,Amatore Rosso Verona IGT,"This blend of merlot and indigenous Italian varieties shows notable complexity. Brimming with aromas and flavours of red and black plum, black cherry and raspberry, underscored by savoury, spicy and toasty notes. Supple tannins and moderate acidity make this a great match for grilled steak, spicy sausage, pasta or pizza.",750,13.0,Veneto,Italy,Cielo E Terra S.P.A.,10.0,D - Dry,Fruity,Medium-bodied,Red Blend,,"['Mini Burgers', 'Lamb, Sausage Bean Witches’ Brew', 'Lamb Tagine with Apples']"
V610147,315.0,Amaury Perdrix Échezeaux Grand Cru 2014,"This is dense, packed with black cherry, blackberry, tar and earth flavors. A monolith now, yet shows plenty of ripe, dark fruit, full yet integrated tannins and spicy oak. Best from 2020 through 2036. Score - 94. (Bruce Sanderson, winespectator.com, Oct. 31, 2017)",750,13.0,Burgundy,France,Sas Amaury + Aurore Devillard,2.0,XD - Extra Dry,,,Pinot Noir,,
V122770,58.95,Ambrogio e Giovanni Folonari Cabreo Il Borgo 2016,,750,14.5,Tuscany,Italy,Ambrogio e Giovanni Folonari,3.0,XD - Extra Dry,Firm,Full-bodied,Sangiovese Blend,,
V236968,34.95,Ambrogio e Giovanni Folonari Campo al Mare 2017,,750,14.0,Tuscany,Italy,Ambrogio e Giovanni Folonari,3.0,XD - Extra Dry,Smooth,Full-bodied,Cabernet Sauvignon Blend,,
V11110,98.95,Ambrogio e Giovanni Folonari Il Pareto Tenuta di Nozzole 2016,"A firm and silky red with currant and plum character. Full and flavorful. Tar and berry flavors on the finish. Real, 100% cabernet sauvignon. Score - 94-95. (James Suckling, jamessuckling.com, Sept. 14, 2017)",750,14.5,Tuscany,Italy,Ambrogio e Giovanni Folonari,2.0,XD - Extra Dry,Firm,Full-bodied,Cabernet Sauvignon,,
V11109,27.95,Ambrogio e Giovanni Folonari Nozzole Chianti Classico Riserva 2015,"This ripe Chianti Classico shows aromas of strawberries, cherries and red plums. Hints of earth, too. Full body, juicy tannins and a medium-deep finish. Delicious now, but it will be better in 2020. Score - 94. (James Suckling, jamessuckling.com, Jan. 22, 2019)",750,14.0,Tuscany,Italy,Ambrogio e Giovanni Folonari,3.0,XD - Extra Dry,Firm,Full-bodied,Chianti,,
V571224,76.0,Amelia Park Reserve Cabernet Sauvignon 2014,"Ex a single vineyard in Wilyabrup, night-harvested, crushed and destemmed, cool-fermented in static fermenters with minimal pumpovers, 1 month on skins, matured in French oak (33% new) for 18 months. Takes a millisecond of the first sip to establish its glorious quality. It is silky smooth, as pure as the driven snow (well, you get what I mean), exceptionally long, effortlessly communicating its cassis fruit coupled with graphite, oak and perfect tannins. Special Value. Drink By: 2040.  Score - 97. (James Halliday, winecompanion.com.au, Aug. 1, 2017)",750,14.0,Western Australia,Australia,Amelia Park Wines,2.0,XD - Extra Dry,,,Cabernet Sauvignon,,
V43877,58.75,Amiral de Beychevelle 2014,"The second wine of fourth-growth Beychevelle is named after a 17th century owner, French Admiral de la Valette, who insisted passing ships in the Gironde estuary salute his riverfront property. The wine is a proper second wine, firm while also showing the way it will develop relatively quickly. Juicy black currants and generous tannins are balanced with acidity and a dry core. This fine wine will be ready to drink from 2021. Score - 92. (Roger Voss, Wine Enthusiast, Feb. 1, 2017)",750,12.5,Bordeaux,France,Barriere Freres,3.0,XD - Extra Dry,Fruity,Medium-bodied,Bordeaux,,
V179754,39.95,Amisfield Pinot Noir 2015,"An appealing green edge of thyme mingles with strawberry and rhubarb flavors. Fresh earth notes gain on the finish, with silky, polished tannins. Drink now through 2027. Score - 92. (MaryAnn Worobiec, winespectator.com, Aug. 31, 2017)",750,14.0,Central Otago,New Zealand,Amisfield Wine Co Ltd,2.0,D - Dry,Fruity,Medium-bodied,Pinot Noir,,
L368968,19.35,Ampeloeis Red 2016,"There is not a lot of Syrah in Greece, but the variety clearly thrives there as indicated by this bright, lively red wine, with complex aromas of small red fruits and savoury olives. Smooth tannins lead to a long and pleasant aftertaste. Grilled meats are a natural pairing, or serve with fresh tuna.",750,13.5,Macedonia,Greece,Ampeloeis Sa,,,,,Shiraz/Syrah,,
L367515,27.0,Ampeloeis Silver 2014,,750,14.0,,Greece,Ampeloeis Sa,,,,,Cabernet/Merlot,,
V362863,497.0,Amuse Bouche Red 2013,"Lastly, the flagship wine of Amuse Bouche, the 2013 Proprietary Red Blend Amuse Bouche (Merlot), 96% Merlot and 4% Cabernet Franc, has always been one of the best Merlot-based wines in Northern California. It shows loads of espresso bean, white chocolate, mocha, black cherry and blackberry fruit. The wine is soft, but structured, vibrant, juicy and full-bodied. Drink it over the next 15-20 years. Drink Date: 2016-2036. Score - 94. (Robert Parker Jr., robertparker.com, Dec. 30, 2015)",750,14.8,California,USA,Amuse Bouche,5.0,XD - Extra Dry,,,Red Blend,,
V632315,16.75,Anakena Ona Andes Blend 2016,"This blend of Cabernet Sauvignon, Syrah and Carmenère is named for the indigenous Ona people. It offers impressive depth and structure with lush dark fruit, plum, cassis, herb and spice notes. This is a big but fresh and vibrant wine with a long, dry finish. It will work well with lamb dishes or with beef braised in red wine. (Vintages panel, July 2018)",750,14.0,Cachapoal Valley,Chile,Accolade Wines Chile Spa/Vina Anake,3.0,XD - Extra Dry,Smooth,Full-bodied,Cabernet Sauvignon/Syrah/Carmenère,,
V575712,16.95,Anakena Tama Vineyard Selection Cabernet Sauvignon 2015,"(Translated from the Spanish): A real focus on the red fruit flavours in this fresh Cabernet that has the radiant acidity for summer enjoyment. The  influence of Los Andes in Requínoa, in Alto Cachapoal, really shows here, in this deliciously fruity wine. Score - 90. (Patricio Tapia, Descorchados, 2018)",750,13.6,Cachapoal Valley,Chile,Accolade Wines Chile Spa/Vina Anake,4.0,XD - Extra Dry,Fruity,Medium-bodied,Cabernet Sauvignon/Syrah/Carmenère,,
L621911,35.9,Anatolikos 2006,"Named Anatolikos for the eastern facing slopes the grapes were dried upon, this exceptional dessert wine is made from 100% agiorgitiko. It bursts with notes of passion fruit, honey, apricot, vanilla, cinnamon and strawberries. Medium-bodied and sweet, with a long, viscous finish. Perfect for pecan pie or chocolate mousse.",500,13.0,Peloponnese,Greece,Gaia Wines S.A.,,,,,Agiorgitiko,,
L464214,13.95,"Anciano 7 Year Gran Reserva Tempranillo, Valdepenas DO","Grapes harvested from 30 year old vines are used to produce this elegant and smooth red. Pouring a brilliant garnet colour, expect subtle aromas of sandalwood, vanilla and raspberry; the palate is dry and medium/full in body with flavours of red berry and cedar spice balanced by medium acidity and fine tannins.",750,13.0,Valdepenas,Spain,Bodegas Navalon,4.0,XD - Extra Dry,Smooth,Full-bodied,Tempranillo,,"['New World Empanadas', 'Individual Beef and Stout Pie', 'Roast Beef with Double Horseradish and Crisped Onions']"
L526772,12.95,"Anciano Clasico Garnacha, Valencia DO","Anciano garnacha is made from perfectly ripe grapes which are harvested from dry farmed, low-yielding vineyards which are transformed into a smooth, generous wine with bright red and blackberry fruit flavours with a touch of spice.",750,13.5,Valencia,Spain,Vinos De La Vina,6.0,XD - Extra Dry,Smooth,Full-bodied,Garnacha,,"['Mini Burgers', 'Tomahawk Steak with Grilled Wild Mushrooms', 'Black Angus Hoagies with Chipotle Mayonnaise']"
V10469,29.95,Ancient Peaks Santa Margarita Ranch Zinfandel 2017,"From the Santa Margarita AVA in southern Paso Robles, 14 miles from the Pacific Ocean, comes a distinctive zinfandel with quite lifted peppery, herbal aromas suggesting the cooler sub-region. It also has lifted blackcurrant, floral notes. It is full bodied, quite intense and intriguing with this odd sweet-tart ying-yang on the palate, plus warming alcohol. Tannins are quite mild. A wine for those who like intrigue. The length is excellent.  Score - 91. (David Lawrason, winealign.com, Aug. 11, 2019)",750,15.8,California,USA,Ancient Peak Inc.,5.0,XD - Extra Dry,Smooth,Full-bodied,Zinfandel,,
V571257,24.95,Andis Zinfandel 2014,"Hints of damp earth and new leather lend a distinctive taste profile to this full-bodied, ripe and broad-textured wine. Boosted by baking spices, toasted baguette and dried plum notes, the wine gets more complex with time in the glass. Editors' Choice. Score - 91. (Jim Gordon, Wine Enthusiast, Nov. 1, 2017)",750,14.7,California,USA,Andis Wines Llc,4.0,XD - Extra Dry,Smooth,Full-bodied,Zinfandel,,
L373554,61.35,Andre Porte Cruchon 2014,"The Cruchon has a soft ruby hue, it is youthful and tangy, but should gain a bit of weight and complexity in the bottle. The tannins are faint and silky, while the acidity is driving and vibrant, which makes this wine subtle and delightful. Give it a short time in the cellar, best from 2016 to 2019.",750,11.9,,Chile,Andre Porte Y Cia Ltda,,,,,Pinot Noir,,
V527374,51.25,Andrea Oberto Albarella Barolo 2012,"Dark cherry, plum, smoke, licorice, menthol and sage meld together in the 2012 Barolo Albarella. This is an especially virile, dense Barolo for the year, with considerable mid-palate richness and quite a bit of near to medium-term appeal. Drinking window: 2019-2027. Score - 93. (Antonio Galloni, vinous.com, March 2016)",750,15.0,Piedmont,Italy,La Collina Di Dioniso Sas Di Oberto,2.0,XD - Extra Dry,Firm,Full-bodied,Nebbiolo,,
V577122,82.0,Andretta Brunello di Montalcino 2013,"This is a young Brunello with so much structure and intensity. Full body, powerful and beautiful. I am impressed with the compression and power. A classic style. Needs two or three years to open but gorgeous now. Score - 95. (James Suckling, jamessuckling.com, March 2, 2018)",750,14.5,Tuscany,Italy,Gp Imports Llc,2.0,XD - Extra Dry,,,Sangiovese,,
L616911,19.25,Andreza Reserva Red Douro DOC 2015,"Ruby red core wine. Concentrated and complex aromas, ripe fruit with notes of vanilla due to oak barrel ageing. Very elegant and structured taste along with a long finish and lingering notes of ripe fruit. Pairs well with Mediterranean cuisine, pasta, and mild soft cheese.",750,13.5,Douro,Portugal,Saven S.A.,,,,,Touriga Nacional/Touriga Franca,,
L88021,14.95,Andrès Botticelli Red,Candied fruit with hints of cherry soda on the nose; candied cherry flavours with slight 'spritz',1500,8.5,,Canada,Andrew Peller Limited,37.0,MS - Medium Sweet,Fruity,Light-bodied,Blend,,"['Duck Breast with Blackberries', 'White Bean Salsa Tacos with Cumin Cream & Spicy Lime Smashed Avocado', 'Currant-Glazed Duck Breast Raspberry-Chipotle Sauce']"
L360684,36.2,Aneri Pinot Nero Ale 2014,"A family-owned winery established by Giancarlo Aneri with a vision to craft wines which are food-friendly yet enjoyable on their own. This pinot noir is ruby red, possessing notes of cherry, plum, raspberry and black pepper. Medium-bodied and fruity with soft tannins and a long finish. Serve a tad chilled with baked salmon.",750,13.5,Veneto,Italy,Aneri Srl,,,,,Pinot Noir Blend,,
V495333,34.95,Angels & Cowboys Proprietary Red 2017,"This blend has an earthy nose of forest floor, black plums, breakfast tea, sassafras root, and cherry preserves. The palate is fleshy and fills the mouth with ripe tannins and lingering flavors of ripe berries. Excellent, Highly Recommended. Score - 91. (Ultimate Wine Challenge, 2019)",750,14.7,California,USA,"Cannonball Wine And Spirits, Llc.",8.0,D - Dry,Firm,Full-bodied,Red Blend,,
L620096,15.95,Angels Gate Cabernet Merlot VQA,Medium ruby colour; aromas and flavours of red berry fruit with an herbal note; dry with pronounced acidity and soft tannins.,750,12.7,Ontario,Canada,Angels Gate Winery,4.0,XD - Extra Dry,Fruity,Medium-bodied,Cabernet/Merlot,,"['Red Wine & Juniper-Braised Lamb Shanks', 'Lamb Shepherd’s Pie with Cheddar-Mashed Potatoes', 'Lamb & Feta Cigars']"
L107714,14.95,Angels Gate Gamay Noir VQA,"Often the underdog, gamay offers plenty of vibrant character, and this is a shining example. Ruby red colour pours into the glass that fills with aromas of cherry, raspberry, light floral notes and hints of smoke. Dry and light-bodied with fresh red berry flavours that dominate into the finish.",750,13.0,Ontario,Canada,Angels Gate Winery,4.0,XD - Extra Dry,Fruity,Light-bodied,Gamay,,"['Grilled Chinese Eggplant & Shrimp on Sesame Slaw', 'Veal Rolls Stuffed with Feta and Black & Green Olives', 'Exotic Mushroom-Stuffed Turkey Breast']"
V131201,30.0,Angels Gate Mountainview Pinot Noir 2016,,750,13.0,Ontario,Canada,Angels Gate Winery,2.0,XD - Extra Dry,Fruity,Medium-bodied,Pinot Noir,,
L308486,17.95,Angels Gate Pinot Noir VQA,Pale ruby with a touch of garnet; aromas of red fruits and dried flowers; light bodied with flavours of red cherry and raspberry and soft tannins.,750,13.0,Ontario,Canada,Angels Gate Winery,3.0,XD - Extra Dry,Fruity,Light-bodied,Pinot Noir,,"['Seed-Crusted Tuna with Lima Beans, Corn & Pancetta', 'Wild Mushroom and Barley Soup', 'Slow-Cooked Chickpeas with Spicy Peppers and Arugula']"
L361872,14.15,Angels Tears Red Blend 2016,"It may come from the other side of the world, but that smooth, fruity, medium-bodied composition and dry finish is instantly familiar and oh-so-welcome when served with lighter meat dishes and pasta mains.",750,13.5,,South Africa,Grande Provence Properties Pty Ltd,,,,,Merlot/Cabernet Sauvignon,,
V534750,21.95,Angove Family Crest Grenache/Shiraz/Mourvèdre 2017,"It is gorgeously expressed on the nose showing blackberry, blueberry compote, dark chocolate, hazelnut and subtle spice characters, leading to a sumptuous palate that is plump and fleshy. The wine offers terrific fruit richness and intensity, wonderfully enhanced by richly textured mouthfeel and velvety tannins. At its best: now to 2023.  Score - 94. (Sam Kim, wineorbit.co.nz, Sept. 2018)",750,14.1,South Australia,Australia,Angove's Pty. Ltd.,5.0,XD - Extra Dry,Smooth,Full-bodied,Grenache/Syrah/Mourvèdre,,
L464743,15.95,Angove Organic Cabernet Sauvignon,"Brilliant ruby in colour with a pronounced nose of candied berries, strawberry, and light herbal character. The palate is full-bodied, dry, with medium acidity and soft tannins; expect concentrated red berry character, chocolate, and a medium length herbaceous finish.",750,14.0,South Australia,Australia,Angove's Pty. Ltd.,5.0,XD - Extra Dry,Smooth,Full-bodied,Cabernet Sauvignon,,"['Mustard & Rosemary Lamb Chops with Red Wine Drizzle', 'Kofte with Creamy Sesame-Parsley Drizzle', 'Grilled Lamb T-Bones']"
L572115,14.95,Angove Organic Shiraz,"The grapes for the Angove Organic Shiraz are sourced from their certified organic Nanya vineyard. The wine possesses aromas of cranberry jam, cherry and baking spice. Its flavours of dark chocolate cherries, mocha and spice lead to a soft, earthy finish. Enjoy on its own or serve with vegan ravioli or pork tenderloin.",750,14.0,,Australia,Angove's Pty. Ltd.,9.0,D - Dry,Smooth,Full-bodied,Syrah/Shiraz,,"['Braised Brisket', 'Grilled Beets & Peppercorn-Beef Roast with Gorgonzola Sauce', 'Grilled Flank Steak with Peach Salsa']"
V573659,21.95,Angove Wild Olive Shiraz 2016,"Medium to full red colour with a tint of purple, the aromas are of spices and dark berries, while the palate is intense and nicely balanced, with appropriate firm tannins and a clean aftertaste. A bright, fresh, well-crafted wine, very approachable young. Drink Date: 2017-2026. Score - 89. (Huon Hooke, therealreview.com, Oct. 8, 2017)",750,14.5,South Australia,Australia,Angove's Pty. Ltd.,4.0,XD - Extra Dry,Smooth,Full-bodied,Shiraz/Syrah,,
L602615,18.95,Angus The Bull Cabernet Sauvignon,"The philosophy behind this Australian cabernet sauvignon was to create the perfect pairing for beef. They succeeded! Deep ruby in colour, with aromas and flavours of currants, vanilla, oak, chocolate, spice and herbal notes.  Full-bodied and smooth, with a long finish, this is made for grilled steak and roasted potatoes.",750,14.0,,Australia,Aberdeen Wine Company,3.0,XD - Extra Dry,Smooth,Full-bodied,Cabernet Sauvignon,,"['Individual Beef and Stout Pie', 'Macadamia Nut Stuffed Beef Olives', 'Roast Beef with Double Horseradish and Crisped Onions']"
V581595,50.0,Animardente 2014,"The 2014 Etna Rosso Animardente shows dark consistency and a beautifully saturated garnet color. This is a solid and well-made expression from Etna that offers more plushness and richness than many of its peers. There's a greater level of concentration here. The warm and sunny conditions of this happy vintage have left their mark. Spice, dried berry, cassis, lavender flower and polished river stone all play supporting roles. The wine is elegant and poised.  Score - 93. (Monica Larner, robertparker.com, Aug. 31, 2017)",750,14.5,Sicily,Italy,Contrada Santo Spirito di Passopisciaro,3.0,XD - Extra Dry,Smooth,Full-bodied,Nerello Mascalese,,
L540244,51.85,Anjou Villages Dom Aux Moines 2016,Lots of elegant red fruits such as cherry on the palate. Round mouth feel and excellent freshness. The grapes are grown on the terroir of the Roche aux Moines.,750,13.0,Loire,France,That's Life Gourmet Ltd,,,,,Cabernet Franc/Cabernet Sauvignon,,
V617761,42.95,Anne-Marie Liegeois Hedges Cuvée Marcel Dupont Les Gosses Vineyard Syrah 2013,"Aged in French oak barrels, this wine brings loads of smoky dark fruit and red plum wrapped in chewy, mouthfilling tannins. Touches of spice and earth add complexity on the finish. Pair this one with steak au poivre. (Vintages panel, April 2018)",750,14.0,Washington,USA,American Wine Trade Inc,3.0,XD - Extra Dry,Firm,Full-bodied,Shiraz/Syrah,,
V516807,105.0,Annonce de Belair Monange 2015,"A very impressive second wine (of Château Belair-Monange) with good concentration and the same kind of vitality and fresh red-fruit character as the first wine. Substantial but elegant tannins give it a firm backbone that should enable it to mature through at least 2025, but this should hold longer than that.  Score - 93. (James Suckling, jamessuckling.com, Feb. 2, 2018)",750,14.0,Bordeaux,France,Jean-Pierre Moueix,3.0,XD - Extra Dry,,,Merlot,,
L12286,44.95,Anselme La Fiole Du Pape Chateauneuf-Du-Pape AOC,"The signature twisted bottle represents the gnarled vine of the Chateauneuf-du-Pape region. Primarily grenache and syrah, this full-bodied wine has aromas and flavours of fresh red berries, cherry and oak spice. Serve with braised meats, mushroom risotto or roasted game bird.",750,14.5,Rhône,France,Maison Brotte,5.0,D - Dry,Smooth,Full-bodied,Grenache/Syrah,,"['Classic Beef Bourguignon', 'Beef Tenderloin with Bourbon Pecan Beurre Brun', 'Grilled Flank Steak with Peach Salsa']"
V542126,30.75,Antica Hirpinia Taurasi 2010,"Aglianicos from Taurasi are famously ageable, but though they can be quite tannic when young, they can be approached early. In some circles, Taurasi is referred to as the Barolo of the south - high praise indeed, but the wines more than hold their own in this comparison. This one is loaded with plum, black cherry, red fruit, tobacco and oak spice with smooth, high-toned tannins. A real food wine. Try it with grilled sausages or barbecued lamb. (Vintages panel, May 2017)",750,13.5,Campania,Italy,Antica Hirpinia Societa Agricola,5.0,XD - Extra Dry,Smooth,Full-bodied,Aglianico,,
V266551,68.95,Antica Mountain Select Cabernet Sauvignon 2016,"This is a sexy young wine with lots of complexity and aromas. Smoke, chocolate, spices, stone and ripe fruit. Full-bodied, layered and rich. Stays linear until the end. This shows excellent potential for the future. Score - 94-95. (James Suckling, jamessuckling.com, May 23, 2018)",750,14.0,California,USA,Antinori,4.0,XD - Extra Dry,Firm,Full-bodied,Cabernet Sauvignon,,
L445568,127.95,Antica Townsend Cabernet Sauvignon 2013,"Powerfully crafted yet lean in its fruit-focused structure, this Cabernet exhibits substantial acidity, tannins and flavour. Medium-bodied, it draws on beautifully integrated blueberry, spice and graphite flavours, as tinges of mint and lavender round out the experience. The finish is clean, direct and very persuasive.",750,14.5,California,USA,Antinori California,,,,,Cabernet Sauvignon,,
V329300,138.0,Antica Townsend Vineyard Cabernet Sauvignon 2013,"Aromas of blueberry, wet earth and terrracotta. Some dried herbs and pistachios. Full body, silky tannins and a fresh and clean finish. Pretty lemon rind undertone. Long and flavorful. Better in 2018. Score - 94. (James Suckling, jamessuckling.com, Jan. 15, 2016)",750,14.0,California,USA,Marchesi Antinori,5.0,XD - Extra Dry,,,Cabernet Sauvignon,,
V178459,18.95,Antiche Terre Venete Ripasso Valpolicella 2016,,750,13.5,Veneto,Italy,Antiche Terre,10.0,D - Dry,Fruity,Medium-bodied,Corvina Blend,,
V384552,49.95,Antinori Badia a Passignano Gran Selezione Chianti Classico 2012,"Super-ripe black cherries, plums, lavender, cloves, chocolate and new leather give the 2012 Chianti Classico Gran Selezione Badia a Passignano much of its racy personality. Flamboyant and overt, the 2012 offers superb density and yet there is just enough freshness to keep things in check. Drinking window: 2018-2028. Score - 93. (Antonio Galloni, vinous.com, Oct. 2016)",750,14.0,Tuscany,Italy,Marchesi Antinori S.P.A.,3.0,XD - Extra Dry,Fruity,Medium-bodied,Sangiovese,,
